,Unnamed: 0,name,message
3902,3902,서울호,농심 꼴지로 가버려라 광동이랑 브리온이랑 폭스랑 같이
3903,3903,뚜뚜뚜,88848이 뭔데?
3904,3904,youngcha,채팅 지능...
3905,3905,액션가면,너넨 저런아줌마도 못만나잖아
3906,3906,강신익,채팅 진짜 과간이다...
3907,3907,동김동동,젠지팬분들 여자분 인신공격 그만해주세요
3908,3908,Jang,여기는 ㅇㅅㅇ 없어서 좋네
3909,3909,바삭돈까스,혜지누나 보면 사람이 좋다
3910,3910,강민석,다행이다 혜지누나 결혼해서 인터넷 방구석 백수들한테 조리돌림당할뻔 ㅠㅠ
3911,3911,음음,앙기뮝
3912,3912,이이,씨맥은 쵸비빨
3913,3913,파란후애,배혜지 유부녀임?
3914,3914,ᄅᄋᄏᄏᄅᄏᄏ,ㅋㅋ 젠지 해설할때는 저런 텐션 아니던데 ㅈㄴ 차별취급 개심하다니까
3915,3915,스팟TV,88848
3916,3916,Rhkrtjdals,1557견들 왜 갑자기 긁혔냐..ㅠㅠ
3917,3917,yb,그냥 실력차이 ㅇㅇ
3918,3918,외바늘조사,혜지님 간만에 봐서 그런가 통통해지셨네ㅎ
3919,3919,HS,오늘 페이커 나오나요?
3920,3920,shin,혜지누나 머리색 바뀌신건가 이쁘다
3921,3921,이충희,유부녀는 선넘었네
3922,3922,simple dark,이쁘니까 유부녀지
3923,3923,써니롱피만두,배혜지 이쁘네
3924,3924,H J,한화 뭔가 합이 안맞아서 그런가 초반 교전이 별로임
3925,3925,지나가는사람,유부녀라 좋은건데
3926,3926,이성적인댓글러,결혼하면 살찌는건 국룰인듯
3927,3927,이승복,혜지아나 오늘 헤메코가 참 좋네
3928,3928,Sue,88848 국내한정~
3929,3929,iiiii,페이커 롤드컵 우승했는데 왜 대회 안나옴? 페이커 빨리 나오셈 페이커 보려고 대회 왔는데 왜 페이커 없음 노잼 ㅡㅡ
3930,3930,Dangdo,광동 탑 정글 빼고 다 나가리야
3931,3931,이쿤,겜이나봐라 ~
3932,3932,이화윤 전정월,페이커 자게냅두셈
3933,3933,rain J,롤 망했냐 채팅속도 뭐냐
3934,3934,Dm,불독 잘하는 선수 아니었음?
3935,3935,전성민,광동은 언제 한세트라고 이길까 궁금함
3936,3936,정우,금일부터 88848 채팅시 캡쳐후 젠지법무팀에 고소자료로 제출합니다. 합의 절대없습니다. 
3937,3937,lIllIIIIIIlIl,"젠지팬들 제카 개무시하고 도피딜까지 싸잡아서 욕하면서 ""쵸비는 도대체 어떤 싸움을..."" 이러고 있네 ㅋㅋㅋ 젠지팬인지 쵸맘인지 모르겠지만 제발 다른팀 선수 욕좀 하지마라 ㅋㅋㅋ"
3938,3938,OOD G,절대 코르키의 패시브와 스킬 계수에 ad가 있는 것과 애쉬가 치명타를 가면 패시브로 딜이 증가 하는 것을 절대 읽지마
3939,3939,Kiri Lee,불독 신인 버프빨이였음 개못함 빅라 였으면 이겼을듯
3940,3940,ZoZo,결론 스왑 지렷다
3941,3941,냠냠,커즈도 딱히 ㅋ 태윤이나 커즈나 거기서 거긴데
3942,3942,birc fe,5시전에 시작하려냐요
3943,3943,와꾸크레,"안망함. ,T1 경기가 아니닌깐"
3944,3944,김성원,1557은 신기하기라도 하지 88848은 ㅋㅋ
3945,3945,보현 이,성휘
3946,3946,33 aa,쵸비롤드컵9회우승
3947,3947,도기도기,정우님이 뭔데 ㅋㅋㅋㅋㅋㅌ 합의를 하심
3948,3948,권영우,왜 유부녀야
